rank,txn_id,risk_score,primary_driver,driver_contribution,amount,outcome,actual_typology
11454,7767520,0.8951,sender velocity (30d),1.526,8870.66,False positive,Normal_Plus_Mutual
11455,7344020,0.8951,sender velocity (30d),1.53,9683.08,False positive,Normal_Plus_Mutual
11456,7146452,0.8951,sender fan-out (30d),1.04,18319.73,False positive,Normal_Small_Fan_Out
11457,9028210,0.8951,sender velocity (30d),1.29,2983.08,False positive,Normal_Plus_Mutual
11458,7573486,0.8951,sender velocity (30d),1.284,38448.16,False positive,Normal_Plus_Mutual
11459,9276527,0.8951,sender velocity (30d),1.69,2664.46,False positive,Normal_Plus_Mutual
11460,8853613,0.8951,sender velocity (30d),1.817,8617.31,False positive,Normal_Plus_Mutual
11461,7991689,0.8951,sender velocity (30d),1.304,37943.23,False positive,Normal_Plus_Mutual
11462,9438992,0.8951,sender fan-out (30d),2.413,8989.53,False positive,Normal_Fan_Out
11463,7508295,0.8951,sender velocity (30d),1.565,28572.55,False positive,Normal_Mutual
11464,8394555,0.8951,sender velocity (30d),1.217,143337.66,False positive,Normal_single_large
11465,8023843,0.8951,sender fan-out (30d),1.159,17690.35,False positive,Normal_Small_Fan_Out
11466,7320792,0.8951,beneficiary payment count (7d),1.128,8273.21,False positive,Normal_Small_Fan_Out
11467,7948797,0.895,sender velocity (30d),1.296,161576.84,False positive,Normal_single_large
11468,7274410,0.895,sender fan-out (30d),2.561,27541.24,False positive,Normal_Mutual
11469,8916628,0.895,sender velocity (30d),1.566,3355.86,False positive,Normal_Plus_Mutual
11470,7370054,0.895,sender velocity (30d),1.763,10748.84,False positive,Normal_Plus_Mutual
11471,7783978,0.895,sender velocity (30d),1.495,5619.69,False positive,Normal_Plus_Mutual
11472,9301738,0.895,sender velocity (30d),1.684,4714.21,False positive,Normal_Plus_Mutual
11473,8296478,0.895,sender velocity (30d),1.671,21584.11,False positive,Normal_Mutual
11474,7949004,0.8949,sender fan-out (30d),2.432,30574.07,False positive,Normal_Mutual
11475,8055365,0.8949,beneficiary payment count (7d),1.054,7189.68,False positive,Normal_Small_Fan_Out
11476,9450192,0.8949,beneficiary payment count (7d),1.727,9646.15,False positive,Normal_Mutual
11477,9438885,0.8949,sender fan-out (30d),1.287,11681.71,False positive,Normal_Small_Fan_Out
11478,9174877,0.8949,sender velocity (30d),1.6,5749.65,False positive,Normal_Plus_Mutual
11479,7796531,0.8949,sender velocity (30d),1.598,6086.82,False positive,Normal_Plus_Mutual
11480,8299096,0.8949,beneficiary payment count (7d),1.408,7842.03,False positive,Normal_Group
11481,8977667,0.8949,sender velocity (30d),1.244,8308.96,False positive,Normal_Foward
11482,8576181,0.8949,sender velocity (30d),1.242,7598.9,False positive,Normal_Plus_Mutual
11483,7565164,0.8949,sender velocity (30d),1.177,88690.92,False positive,Normal_Mutual
11484,8336359,0.8949,sender velocity (30d),1.705,13916.99,False positive,Normal_Mutual
11485,7972211,0.8949,sender velocity (30d),1.438,8992.05,False positive,Normal_Plus_Mutual
11486,8830717,0.8949,beneficiary payment count (7d),1.242,27854.8,False positive,Normal_Small_Fan_Out
11487,8808718,0.8948,sender velocity (30d),1.686,12411.73,False positive,Normal_Plus_Mutual
11488,8208187,0.8948,beneficiary payment count (7d),1.608,7288.51,False positive,Normal_Plus_Mutual
11489,9483321,0.8948,sender velocity (30d),1.691,96005.54,False positive,Normal_Plus_Mutual
11490,7541463,0.8948,sender velocity (30d),1.654,43743.37,False positive,Normal_Mutual
11491,9162658,0.8948,sender velocity (30d),1.697,13720.42,False positive,Normal_Mutual
11492,8846870,0.8948,sender fan-out (30d),1.402,13655.27,False positive,Normal_Small_Fan_Out
11493,9300179,0.8948,beneficiary payment count (7d),1.205,67216.15,False positive,Normal_Mutual
11494,9420365,0.8948,sender velocity (30d),1.186,375203.91,False positive,Normal_single_large
11495,9020977,0.8948,sender velocity (30d),1.182,287332.37,False positive,Normal_single_large
11496,9113246,0.8948,sender velocity (30d),1.596,10876.63,False positive,Normal_Plus_Mutual
11497,7766770,0.8947,sender velocity (30d),1.497,11893.41,False positive,Normal_Plus_Mutual
11498,9026432,0.8947,sender velocity (30d),1.659,6052.82,False positive,Normal_Plus_Mutual
11499,8333446,0.8947,sender velocity (30d),1.288,3115.59,False positive,Normal_Foward
11500,9482774,0.8947,sender velocity (30d),1.675,6418.57,False positive,Normal_Plus_Mutual
11501,8184707,0.8947,sender velocity (30d),1.428,6107.1,False positive,Normal_Mutual
11502,8921442,0.8947,sender fan-out (30d),2.65,14695.45,False positive,Normal_Foward
11503,9234210,0.8947,sender velocity (30d),1.603,9266.91,False positive,Normal_Plus_Mutual
11504,8820436,0.8947,sender velocity (30d),1.501,6467.11,False positive,Normal_Plus_Mutual
11505,7138405,0.8946,sender velocity (30d),1.613,7223.32,False positive,Normal_Plus_Mutual
11506,7076353,0.8946,sender velocity (30d),1.305,6902.53,False positive,Normal_Plus_Mutual
11507,8360031,0.8946,sender velocity (30d),1.305,7654.88,False positive,Normal_Plus_Mutual
11508,7892632,0.8946,sender velocity (30d),1.164,267374.66,False positive,Normal_single_large
11509,7273890,0.8946,beneficiary payment count (7d),2.162,11541.35,False positive,Normal_Group
11510,8010676,0.8946,sender velocity (30d),1.489,3877.27,False positive,Normal_Plus_Mutual
11511,9283690,0.8946,beneficiary payment count (7d),1.553,8114.44,False positive,Normal_Plus_Mutual
11512,8463767,0.8946,beneficiary payment count (7d),1.97,2862.57,False positive,Normal_Group
11513,7055507,0.8946,beneficiary payment count (7d),1.68,15160.63,False positive,Normal_Mutual
11514,8997834,0.8945,sender fan-out (30d),2.716,25607.56,False positive,Normal_Periodical
11515,8764747,0.8945,sender velocity (30d),1.425,20090.06,False positive,Normal_Plus_Mutual
11516,7688676,0.8945,beneficiary payment count (7d),2.027,2582.81,False positive,Normal_Group
11517,8900959,0.8945,beneficiary payment count (7d),1.287,11267.79,False positive,Normal_Small_Fan_Out
11518,8365885,0.8945,sender velocity (30d),1.271,2596.85,False positive,Normal_Plus_Mutual
11519,8880045,0.8945,sender velocity (30d),1.636,4790.61,False positive,Normal_Plus_Mutual
11520,7349574,0.8945,beneficiary payment count (7d),1.362,24228.09,True positive,Deposit-Send
11521,8795438,0.8945,sender velocity (30d),1.207,276921.09,False positive,Normal_Plus_Mutual
11522,9058580,0.8945,beneficiary payment count (7d),1.708,11970.69,False positive,Normal_Plus_Mutual
11523,9392295,0.8945,sender velocity (30d),1.67,10151.1,False positive,Normal_Plus_Mutual
11524,7645521,0.8945,sender fan-out (30d),2.623,9393.11,False positive,Normal_Foward
11525,7072955,0.8945,sender velocity (30d),1.655,3219.68,False positive,Normal_Plus_Mutual
11526,9475413,0.8945,sender velocity (30d),1.646,13040.35,False positive,Normal_Plus_Mutual
11527,9133282,0.8945,beneficiary payment count (7d),1.895,10060.69,False positive,Normal_Plus_Mutual
11528,8864269,0.8944,beneficiary payment count (7d),1.579,2912.5,False positive,Normal_Plus_Mutual
11529,8841137,0.8944,sender fan-out (30d),1.091,21188.36,False positive,Normal_Small_Fan_Out
11530,8194953,0.8944,sender velocity (30d),1.578,6033.44,False positive,Normal_Plus_Mutual
11531,8564828,0.8944,sender velocity (30d),1.426,9131.62,False positive,Normal_Plus_Mutual
11532,9313701,0.8944,sender velocity (30d),1.433,8639.33,False positive,Normal_Mutual
11533,7490810,0.8944,sender velocity (30d),1.433,8372.64,False positive,Normal_Plus_Mutual
11534,8501686,0.8944,sender velocity (30d),1.429,6925.03,False positive,Normal_Mutual
11535,7487782,0.8944,sender velocity (30d),1.429,8002.71,False positive,Normal_Mutual
11536,7425010,0.8944,sender velocity (30d),1.435,9845.18,False positive,Normal_Plus_Mutual
11537,9207228,0.8943,beneficiary payment count (7d),1.768,2950.57,False positive,Normal_Group
11538,9038408,0.8943,sender velocity (30d),1.721,2525.21,False positive,Normal_Plus_Mutual
11539,7786859,0.8943,sender velocity (30d),1.48,9992.22,False positive,Normal_Plus_Mutual
11540,8152791,0.8943,beneficiary payment count (7d),1.804,10472.43,False positive,Normal_Mutual
11541,7595563,0.8943,sender velocity (30d),1.794,8288.83,False positive,Normal_Plus_Mutual
11542,9025939,0.8943,sender velocity (30d),1.435,9567.78,False positive,Normal_Plus_Mutual
11543,8659721,0.8943,sender velocity (30d),1.682,18383.28,False positive,Normal_Plus_Mutual
11544,8947511,0.8943,sender fan-out (30d),1.096,34876.87,False positive,Normal_Small_Fan_Out
11545,7340923,0.8942,sender fan-out (30d),2.194,22645.39,False positive,Normal_Fan_Out
11546,8385473,0.8942,beneficiary payment count (7d),1.388,16383.71,False positive,Normal_Mutual
11547,8575248,0.8942,beneficiary payment count (7d),1.656,30337.75,False positive,Normal_Plus_Mutual
11548,8777348,0.8942,beneficiary payment count (7d),1.044,15754.92,False positive,Normal_Small_Fan_Out
11549,9236827,0.8942,sender velocity (30d),1.535,19195.92,False positive,Normal_Plus_Mutual
11550,7405442,0.8942,sender fan-out (30d),2.29,2049.98,True positive,Smurfing
11551,7273738,0.8942,sender velocity (30d),1.65,15977.63,False positive,Normal_Mutual
11552,7399134,0.8942,sender velocity (30d),1.294,173259.47,False positive,Normal_Plus_Mutual
11553,7417538,0.8942,beneficiary payment count (7d),1.677,18331.39,False positive,Normal_Plus_Mutual
11554,7394465,0.8941,beneficiary payment count (7d),1.682,9968.28,False positive,Normal_Plus_Mutual
11555,7410421,0.8941,beneficiary payment count (7d),1.582,3141.84,False positive,Normal_Plus_Mutual
11556,7881047,0.8941,sender velocity (30d),1.516,24123.44,False positive,Normal_Plus_Mutual
11557,8229343,0.8941,beneficiary distinct senders (30d),1.102,2964.06,False positive,Normal_Cash_Deposits
11558,9349404,0.8941,"sub-7,000 density (30d)",1.254,13718.39,False positive,Normal_Small_Fan_Out
11559,8829403,0.8941,sender velocity (30d),1.257,10501.54,False positive,Normal_Foward
11560,7439063,0.8941,sender velocity (30d),1.244,8146.02,False positive,Normal_Foward
11561,9324364,0.8941,sender velocity (30d),1.684,15737.58,False positive,Normal_Plus_Mutual
11562,9474225,0.8941,sender velocity (30d),1.522,8231.08,False positive,Normal_Plus_Mutual
11563,8282530,0.8941,sender fan-out (30d),2.732,21016.82,False positive,Normal_Mutual
11564,9339761,0.8941,sender velocity (30d),1.482,4269.0,False positive,Normal_Plus_Mutual
11565,9337163,0.8941,sender velocity (30d),1.484,4425.23,False positive,Normal_Plus_Mutual
11566,7419360,0.8941,sender fan-out (30d),1.215,15943.83,False positive,Normal_Small_Fan_Out
11567,7142940,0.894,sender velocity (30d),1.286,5252.22,False positive,Normal_Plus_Mutual
11568,7834445,0.894,beneficiary payment count (7d),1.157,9147.41,False positive,Normal_Small_Fan_Out
11569,8078576,0.894,sender velocity (30d),1.408,5363.59,False positive,Normal_Plus_Mutual
11570,7958799,0.894,beneficiary payment count (7d),1.291,32511.29,False positive,Normal_Mutual
11571,9464347,0.894,sender velocity (30d),1.298,27424.43,False positive,Normal_Mutual
11572,8385337,0.894,beneficiary payment count (7d),1.519,11522.06,False positive,Normal_Plus_Mutual
11573,7998134,0.894,beneficiary payment count (7d),2.264,32852.48,False positive,Normal_Mutual
11574,7219528,0.894,sender velocity (30d),1.594,9828.11,False positive,Normal_Plus_Mutual
11575,9490444,0.894,sender velocity (30d),1.584,9468.38,False positive,Normal_Plus_Mutual
11576,9280146,0.894,sender velocity (30d),1.391,30488.61,False positive,Normal_Mutual
11577,9290157,0.8939,beneficiary payment count (7d),2.149,5077.6,False positive,Normal_Group
11578,8974184,0.8939,sender velocity (30d),1.516,4381.44,False positive,Normal_Plus_Mutual
11579,8953765,0.8939,sender velocity (30d),1.261,2773.86,False positive,Normal_Plus_Mutual
11580,7873457,0.8939,beneficiary payment count (7d),1.143,20477.62,False positive,Normal_Mutual
11581,9315409,0.8939,sender velocity (30d),1.644,3554.25,False positive,Normal_Plus_Mutual
11582,7515879,0.8939,sender velocity (30d),1.64,9753.88,False positive,Normal_Plus_Mutual
11583,7364774,0.8939,sender velocity (30d),1.617,46747.09,False positive,Normal_Plus_Mutual
11584,8415542,0.8939,beneficiary payment count (7d),1.451,365.32,True positive,Behavioural_Change_2
11585,8216141,0.8939,sender fan-out (30d),2.113,7892.19,False positive,Normal_Foward
11586,8050782,0.8939,sender velocity (30d),1.655,3317.86,False positive,Normal_Plus_Mutual
11587,7210474,0.8939,sender fan-out (30d),1.121,117.48,False positive,Normal_Cash_Withdrawal
11588,9484862,0.8938,sender velocity (30d),1.232,8803.46,False positive,Normal_Foward
11589,8247139,0.8938,sender velocity (30d),1.181,2650.99,False positive,Normal_Foward
11590,7397682,0.8938,sender velocity (30d),1.432,2716.59,False positive,Normal_Plus_Mutual
11591,7393965,0.8938,sender velocity (30d),1.43,3019.88,False positive,Normal_Plus_Mutual
11592,7604641,0.8938,sender fan-out (30d),1.133,31181.22,False positive,Normal_Small_Fan_Out
11593,7372177,0.8938,sender velocity (30d),1.567,2689.61,False positive,Normal_Plus_Mutual
11594,7414867,0.8938,sender velocity (30d),1.591,9490.35,False positive,Normal_Plus_Mutual
11595,8077554,0.8938,sender velocity (30d),1.59,8917.94,False positive,Normal_Plus_Mutual
11596,7138221,0.8938,sender velocity (30d),1.654,3375.9,False positive,Normal_Mutual
11597,8036824,0.8938,sender fan-out (30d),1.526,4524.95,False positive,Normal_Small_Fan_Out
11598,8905144,0.8937,beneficiary payment count (7d),1.639,26796.49,False positive,Normal_Mutual
11599,7458634,0.8937,sender velocity (30d),1.615,29270.77,False positive,Normal_Mutual
11600,7427325,0.8937,sender fan-out (30d),2.605,34219.4,False positive,Normal_Mutual
11601,8876512,0.8937,sender velocity (30d),1.676,6711.82,False positive,Normal_Plus_Mutual
11602,9156031,0.8937,beneficiary distinct senders (30d),1.49,5987.9,False positive,Normal_Plus_Mutual
11603,9253521,0.8937,beneficiary distinct senders (30d),1.508,9569.15,False positive,Normal_Plus_Mutual
11604,7816460,0.8937,beneficiary distinct senders (30d),1.539,9665.82,False positive,Normal_Mutual
11605,9341965,0.8937,beneficiary distinct senders (30d),1.511,8879.54,False positive,Normal_Plus_Mutual
11606,9106972,0.8937,beneficiary distinct senders (30d),1.516,9659.47,False positive,Normal_Plus_Mutual
11607,8503471,0.8937,beneficiary distinct senders (30d),1.517,8404.87,False positive,Normal_Plus_Mutual
11608,9078595,0.8937,sender velocity (30d),1.488,9442.16,False positive,Normal_Mutual
11609,8112559,0.8937,sender velocity (30d),1.621,42273.12,False positive,Normal_Plus_Mutual
11610,8547725,0.8937,sender fan-out (30d),1.296,163.04,False positive,Normal_Cash_Withdrawal
11611,9412656,0.8937,sender velocity (30d),1.209,301361.68,False positive,Normal_Plus_Mutual
11612,8529607,0.8937,sender velocity (30d),1.626,15100.67,False positive,Normal_Plus_Mutual
11613,9345823,0.8937,sender velocity (30d),1.604,16498.0,False positive,Normal_Plus_Mutual
11614,7624915,0.8937,"sub-7,000 density (30d)",0.914,3240.05,False positive,Normal_Cash_Deposits
11615,9274858,0.8937,sender velocity (30d),1.492,45061.73,False positive,Normal_Mutual
11616,8189206,0.8937,sender velocity (30d),1.193,124305.51,False positive,Normal_single_large
11617,8132977,0.8936,sender velocity (30d),1.421,21708.86,False positive,Normal_Mutual
11618,7166071,0.8936,sender velocity (30d),1.695,2732.56,False positive,Normal_Plus_Mutual
11619,7273701,0.8936,beneficiary payment count (7d),1.676,2979.18,False positive,Normal_Plus_Mutual
11620,7376503,0.8936,sender velocity (30d),1.625,6285.5,False positive,Normal_Plus_Mutual
11621,9390387,0.8936,sender velocity (30d),1.357,32480.6,False positive,Normal_Mutual
11622,8088621,0.8936,beneficiary payment count (7d),1.744,5969.13,False positive,Normal_Plus_Mutual
11623,8468545,0.8936,sender velocity (30d),1.605,7520.47,False positive,Normal_Plus_Mutual
11624,9029044,0.8936,"sub-7,000 density (30d)",0.905,3222.87,False positive,Normal_Cash_Deposits
11625,9128290,0.8936,beneficiary payment count (7d),2.054,7655.56,False positive,Normal_Group
11626,8200870,0.8936,sender velocity (30d),1.593,18379.96,False positive,Normal_Mutual
11627,7166746,0.8936,sender velocity (30d),1.638,9174.84,False positive,Normal_Plus_Mutual
11628,7167291,0.8936,sender velocity (30d),1.651,8893.47,False positive,Normal_Plus_Mutual
11629,9361049,0.8936,beneficiary distinct senders (30d),1.187,2788.29,False positive,Normal_Cash_Deposits
11630,9424681,0.8936,"sub-7,000 density (30d)",1.351,11426.74,False positive,Normal_Small_Fan_Out
11631,8364526,0.8935,beneficiary payment count (7d),1.703,11930.11,False positive,Normal_Mutual
11632,7155316,0.8935,sender fan-out (30d),2.113,9515.71,False positive,Normal_Small_Fan_Out
11633,8237869,0.8935,beneficiary payment count (7d),1.652,23465.38,False positive,Normal_Mutual
11634,9419475,0.8935,sender velocity (30d),1.633,23422.58,False positive,Normal_Plus_Mutual
11635,8913865,0.8934,sender velocity (30d),1.656,3688.66,False positive,Normal_Plus_Mutual
11636,7189963,0.8934,sender velocity (30d),1.161,419774.42,False positive,Normal_single_large
11637,8868792,0.8934,beneficiary payment count (7d),1.509,37621.12,False positive,Normal_Mutual
11638,8495660,0.8934,sender velocity (30d),1.336,17334.07,False positive,Normal_Mutual
11639,7598451,0.8934,beneficiary payment count (7d),1.865,1760.43,False positive,Normal_Group
11640,7276436,0.8934,sender velocity (30d),1.44,3304.86,False positive,Normal_Plus_Mutual
11641,8913272,0.8934,sender velocity (30d),1.631,4471.92,False positive,Normal_Plus_Mutual
11642,8589096,0.8934,sender velocity (30d),1.656,5176.13,False positive,Normal_Plus_Mutual
11643,9188259,0.8934,beneficiary payment count (7d),1.193,10802.32,False positive,Normal_Small_Fan_Out
11644,7811142,0.8934,sender velocity (30d),1.551,3283.03,False positive,Normal_Plus_Mutual
11645,7244460,0.8934,sender velocity (30d),1.622,13391.08,False positive,Normal_Plus_Mutual
11646,9342601,0.8934,beneficiary payment count (7d),1.837,9120.7,False positive,Normal_Mutual
11647,9092597,0.8934,beneficiary payment count (7d),1.666,27148.15,False positive,Normal_Mutual
11648,7639150,0.8933,sender velocity (30d),1.785,71603.59,False positive,Normal_Mutual
11649,9350612,0.8933,beneficiary payment count (7d),1.214,14737.84,False positive,Normal_Mutual
11650,7278196,0.8933,sender velocity (30d),1.747,40072.46,False positive,Normal_Plus_Mutual
11651,9396892,0.8933,beneficiary payment count (7d),1.47,6431.95,False positive,Normal_Plus_Mutual
11652,8817117,0.8933,sender velocity (30d),1.195,40694.99,False positive,Normal_Mutual
11653,7457460,0.8933,sender velocity (30d),1.37,21010.3,False positive,Normal_Mutual
11654,9062750,0.8933,beneficiary payment count (7d),1.702,4268.31,False positive,Normal_Plus_Mutual
11655,8953706,0.8933,sender velocity (30d),1.337,6220.6,False positive,Normal_Plus_Mutual
11656,7120513,0.8933,beneficiary payment count (7d),1.634,12757.6,False positive,Normal_Plus_Mutual
11657,7214065,0.8933,sender fan-out (30d),2.538,15948.1,False positive,Normal_Mutual
11658,8179537,0.8933,beneficiary payment count (7d),1.241,15386.22,False positive,Normal_Fan_Out
11659,8985150,0.8933,sender velocity (30d),1.732,46299.16,False positive,Normal_Mutual
11660,7571466,0.8933,sender fan-out (30d),2.69,12596.86,False positive,Normal_Mutual
11661,8917930,0.8933,sender velocity (30d),1.608,16044.08,False positive,Normal_Plus_Mutual
11662,9352072,0.8933,beneficiary payment count (7d),2.004,7458.4,False positive,Normal_Fan_Out
11663,7827421,0.8933,sender velocity (30d),1.723,11466.78,False positive,Normal_Plus_Mutual
11664,8524215,0.8932,beneficiary payment count (7d),1.195,2529.75,False positive,Normal_Small_Fan_Out
11665,7610913,0.8932,sender velocity (30d),1.609,5659.94,False positive,Normal_Plus_Mutual
11666,9159967,0.8932,sender velocity (30d),1.376,3688.53,False positive,Normal_Mutual
11667,8189686,0.8932,beneficiary payment count (7d),1.657,19984.02,False positive,Normal_Mutual
11668,7506345,0.8932,sender velocity (30d),1.435,64420.16,False positive,Normal_Mutual
11669,8111134,0.8932,sender velocity (30d),1.267,5269.81,False positive,Normal_Plus_Mutual
11670,8320759,0.8932,sender velocity (30d),1.266,5659.69,False positive,Normal_Plus_Mutual
11671,7450319,0.8932,beneficiary payment count (7d),1.812,7884.03,False positive,Normal_Plus_Mutual
11672,7925735,0.8932,"sub-7,000 density (30d)",1.177,10103.11,False positive,Normal_Mutual
11673,8770209,0.8931,sender velocity (30d),1.628,17646.86,False positive,Normal_Mutual
11674,7906711,0.8931,sender velocity (30d),1.646,7827.19,False positive,Normal_Plus_Mutual
11675,7564904,0.8931,sender velocity (30d),1.286,349240.32,False positive,Normal_Plus_Mutual
11676,7825778,0.8931,sender velocity (30d),1.641,6445.36,False positive,Normal_Plus_Mutual
11677,7161968,0.8931,sender velocity (30d),1.643,7039.79,False positive,Normal_Plus_Mutual
11678,9488929,0.8931,sender velocity (30d),1.659,2851.4,False positive,Normal_Plus_Mutual
11679,8987811,0.8931,sender velocity (30d),1.613,2175.54,False positive,Normal_Plus_Mutual
11680,7104073,0.8931,beneficiary payment count (7d),1.756,13037.36,False positive,Normal_Mutual
11681,8560844,0.8931,beneficiary payment count (7d),2.002,704.51,False positive,Normal_Small_Fan_Out
11682,8135620,0.893,sender velocity (30d),1.734,8400.61,False positive,Normal_Mutual
11683,7934571,0.893,sender velocity (30d),1.739,18193.66,False positive,Normal_Mutual
11684,8875312,0.893,sender velocity (30d),1.629,6130.49,False positive,Normal_Plus_Mutual
11685,7049273,0.893,sender velocity (30d),1.488,11299.51,False positive,Normal_Plus_Mutual
11686,8633334,0.893,"sub-7,000 density (30d)",0.907,2714.48,False positive,Normal_Cash_Deposits
11687,8170482,0.893,beneficiary payment count (7d),1.565,7634.56,False positive,Normal_Plus_Mutual
11688,7588158,0.893,sender velocity (30d),1.173,362413.5,False positive,Normal_Plus_Mutual
11689,8139671,0.893,sender velocity (30d),1.271,5232.51,False positive,Normal_Plus_Mutual
11690,7813626,0.893,sender velocity (30d),1.273,5328.86,False positive,Normal_Plus_Mutual
11691,9084339,0.893,sender fan-out (30d),2.096,11785.81,False positive,Normal_Fan_Out
11692,7923016,0.893,beneficiary payment count (7d),1.663,8243.26,False positive,Normal_Plus_Mutual
11693,7316469,0.893,sender velocity (30d),1.714,17172.33,False positive,Normal_Mutual
11694,7387342,0.893,beneficiary payment count (7d),1.564,2506.15,False positive,Normal_Plus_Mutual
11695,7372188,0.893,sender velocity (30d),1.321,6686.25,False positive,Normal_Fan_Out
11696,8943254,0.893,sender velocity (30d),1.764,8425.42,False positive,Normal_Plus_Mutual
11697,8471914,0.8929,sender fan-out (30d),1.949,30054.07,False positive,Normal_Mutual
11698,7496770,0.8929,sender velocity (30d),1.518,29948.14,False positive,Normal_Mutual
11699,7414650,0.8929,sender fan-out (30d),1.828,12156.26,False positive,Normal_Small_Fan_Out
11700,8524026,0.8929,beneficiary payment count (7d),1.133,10180.85,False positive,Normal_Small_Fan_Out
11701,7470554,0.8928,sender velocity (30d),1.141,23643.93,False positive,Normal_Mutual
11702,9440416,0.8928,sender velocity (30d),1.399,59684.17,False positive,Normal_Plus_Mutual
11703,9109618,0.8928,beneficiary payment count (7d),1.402,34252.31,False positive,Normal_Small_Fan_Out
11704,7246590,0.8928,beneficiary payment count (7d),1.499,1798.5,False positive,Normal_Small_Fan_Out
11705,7645637,0.8928,"sub-7,000 density (30d)",1.271,209037.89,False positive,Normal_single_large
11706,9000057,0.8928,sender velocity (30d),1.59,2768.44,False positive,Normal_Plus_Mutual
11707,8120182,0.8928,sender fan-out (30d),2.38,406010.37,False positive,Normal_single_large
11708,7976343,0.8927,sender velocity (30d),1.188,394884.57,False positive,Normal_Plus_Mutual
11709,9410797,0.8927,sender velocity (30d),1.207,201876.29,False positive,Normal_Plus_Mutual
11710,8807273,0.8927,sender velocity (30d),1.179,501339.6,False positive,Normal_single_large
11711,7551496,0.8927,sender velocity (30d),1.1,10119.98,False positive,Normal_Fan_In
11712,9449139,0.8927,beneficiary payment count (7d),1.762,2586.22,False positive,Normal_Plus_Mutual
11713,7732905,0.8927,beneficiary payment count (7d),1.79,12943.35,False positive,Normal_Mutual
11714,8861065,0.8927,sender fan-out (30d),1.257,15972.08,False positive,Normal_Small_Fan_Out
11715,7511394,0.8927,sender velocity (30d),1.59,4727.42,False positive,Normal_Plus_Mutual
11716,7234226,0.8926,sender velocity (30d),0.973,40013.27,False positive,Normal_Plus_Mutual
11717,7941781,0.8926,sender velocity (30d),1.44,3741.87,False positive,Normal_Plus_Mutual
11718,7231616,0.8926,sender velocity (30d),1.288,2920.83,False positive,Normal_Plus_Mutual
11719,8911889,0.8926,sender velocity (30d),1.291,2720.87,False positive,Normal_Plus_Mutual
11720,9328340,0.8926,sender velocity (30d),1.288,2893.9,False positive,Normal_Foward
11721,7580377,0.8926,sender velocity (30d),1.598,5380.25,False positive,Normal_Plus_Mutual
11722,9092036,0.8926,sender velocity (30d),1.51,4347.16,False positive,Normal_Mutual
11723,9328850,0.8926,sender velocity (30d),1.513,4512.47,False positive,Normal_Plus_Mutual
11724,8291766,0.8926,sender velocity (30d),1.618,48817.65,False positive,Normal_Mutual
11725,9427337,0.8926,sender velocity (30d),1.705,18472.63,False positive,Normal_Plus_Mutual
11726,8594338,0.8926,sender velocity (30d),1.374,42226.08,False positive,Normal_Mutual
11727,8055695,0.8926,beneficiary payment count (7d),1.516,2803.23,False positive,Normal_Group
11728,8164957,0.8925,sender velocity (30d),1.721,9489.0,False positive,Normal_Plus_Mutual
11729,9280831,0.8925,sender fan-out (30d),1.294,144.6,False positive,Normal_Cash_Withdrawal
11730,7734849,0.8925,sender velocity (30d),1.188,334849.56,False positive,Normal_single_large
11731,7109134,0.8925,sender velocity (30d),1.625,9028.8,False positive,Normal_Plus_Mutual
11732,7694596,0.8925,sender velocity (30d),1.61,36022.22,False positive,Normal_Plus_Mutual
11733,8435571,0.8925,sender velocity (30d),1.594,5995.31,False positive,Normal_Plus_Mutual
11734,8636335,0.8925,sender velocity (30d),1.588,5661.87,False positive,Normal_Plus_Mutual
11735,7392659,0.8925,sender fan-out (30d),2.69,43987.71,False positive,Normal_Mutual
11736,8660666,0.8924,sender velocity (30d),1.612,4920.8,False positive,Normal_Plus_Mutual
11737,8249875,0.8924,sender velocity (30d),1.253,506422.93,False positive,Normal_Plus_Mutual
11738,7502357,0.8924,sender velocity (30d),1.259,371560.37,False positive,Normal_single_large
11739,8369985,0.8924,sender velocity (30d),1.263,598440.91,False positive,Normal_Plus_Mutual
11740,8382963,0.8924,sender velocity (30d),1.265,571382.51,False positive,Normal_Plus_Mutual
11741,7847183,0.8924,sender velocity (30d),1.262,227869.28,False positive,Normal_single_large
11742,8296600,0.8924,sender velocity (30d),1.262,182325.62,False positive,Normal_single_large
11743,7686570,0.8924,sender velocity (30d),1.559,3590.01,False positive,Normal_Plus_Mutual
11744,8560354,0.8924,sender velocity (30d),1.436,54553.15,False positive,Normal_Mutual
11745,7971306,0.8924,sender velocity (30d),1.091,38137.26,False positive,Normal_Mutual
11746,8926192,0.8924,beneficiary payment count (7d),1.852,2878.38,False positive,Normal_Group
11747,7097115,0.8924,beneficiary payment count (7d),1.222,59932.39,False positive,Normal_Mutual
11748,7483604,0.8924,sender velocity (30d),1.692,5485.12,False positive,Normal_Plus_Mutual
11749,8977436,0.8924,sender velocity (30d),1.842,20614.37,False positive,Normal_Mutual
11750,7970414,0.8924,beneficiary payment count (7d),1.291,37849.02,False positive,Normal_Small_Fan_Out
11751,9130603,0.8924,sender velocity (30d),1.713,14448.3,False positive,Normal_Plus_Mutual
11752,7893090,0.8924,sender velocity (30d),1.527,26310.64,False positive,Normal_Plus_Mutual
11753,9145247,0.8923,sender velocity (30d),1.563,6557.65,False positive,Normal_Plus_Mutual
